CUSTOMER_INCOME_LEVEL,YEAR,CUSTOMER_AGE_GROUP,PRIVATE,DEPARTMENT,CLASS,VAR_CM,ORDER_BY,X_AXIS,VAR_SP,NATIONAL
1,2007,35-44,40.23,DRY FOOD,GROCERY,country,1,Germany,profit,0.0
1,2007,35-44,48.44,DRY FOOD,GROCERY,country,1,France,profit,0.0
1,2007,35-44,14.87,DRY FOOD,GROCERY,country,1,Bulgaria,profit,0.0
1,2007,35-44,42.43,DRY FOOD,GROCERY,country,1,Belgium,profit,0.0
1,2007,19-24,82.62,DRY FOOD,GROCERY,country,1,Sweden,profit,367.51
1,2007,19-24,94.89,DRY FOOD,GROCERY,country,1,Spain,profit,865.34
1,2007,35-44,30.04,DRY FOOD,GROCERY,country,1,Lithuania,profit,0.0
1,2007,65+,0.57,DRY FOOD,GROCERY,country,1,Bulgaria,profit,0.0
1,2007,25-34,0.0,all,all,month,10,Oct,profit,167.94
1,2007,25-34,0.0,all,all,month,12,Dec,profit,229.25
1,2008,25-34,0.0,all,all,month,9,Sep,profit,163.29
1,2008,25-34,0.0,all,all,month,10,Oct,profit,227.3
1,2008,25-34,0.0,all,all,month,11,Nov,profit,198.13
1,2008,25-34,0.0,all,all,month,12,Dec,profit,100.37
1,2008,45-54,0.0,all,all,month,1,Jan,profit,6.6
1,2008,45-54,0.0,all,all,month,2,Feb,profit,8.68
1,2008,45-54,0.0,all,all,month,3,Mar,profit,4.67
1,2008,45-54,0.0,all,all,month,4,Apr,profit,16.14
1,2008,45-54,0.0,all,all,month,5,May,profit,16.59
1,2008,45-54,0.0,all,all,month,6,Jun,profit,8.01
1,2008,45-54,0.0,all,all,month,7,Jul,profit,8.99
1,2008,45-54,0.0,all,all,month,8,Aug,profit,14.98
1,2008,35-44,38.19,DRY FOOD,all,country,1,Netherlands,sales,0.0
1,2008,35-44,23.240000000000002,DRY FOOD,all,country,1,Norway,sales,0.0
1,2008,35-44,35.99,DRY FOOD,all,country,1,Poland,sales,0.0
1,2008,25-34,0.0,all,all,month,8,Aug,profit,284.36
1,2008,25-34,0.0,all,all,month,7,Jul,profit,194.76
1,2008,25-34,0.0,all,all,month,6,Jun,profit,124.99
1,2008,25-34,0.0,all,all,month,5,May,profit,159.68
1,2007,45-54,0.0,all,all,month,1,Jan,profit,1.24
1,2007,45-54,0.0,all,all,month,2,Feb,profit,1.43
1,2007,45-54,0.0,all,all,month,3,Mar,profit,2.38
1,2007,45-54,0.0,all,all,month,4,Apr,profit,1.24
1,2007,45-54,0.0,all,all,month,5,May,profit,3.7199999999999998
1,2007,45-54,0.0,all,all,month,6,Jun,profit,3.5300000000000002
1,2007,45-54,0.0,all,all,month,7,Jul,profit,16.259999999999998
1,2007,25-34,0.0,all,all,month,11,Nov,profit,224.17000000000002
1,2007,45-54,0.0,all,all,month,8,Aug,profit,13.459999999999999
1,2007,45-54,0.0,all,all,month,10,Oct,profit,8.86
1,2007,45-54,0.0,all,all,month,11,Nov,profit,10.89
1,2007,45-54,0.0,all,all,month,12,Dec,profit,4.12
1,2008,25-34,0.0,all,all,month,1,Jan,profit,137.7
1,2008,25-34,0.0,all,all,month,2,Feb,profit,229.5
1,2008,25-34,0.0,all,all,month,3,Mar,profit,160.18
1,2008,25-34,0.0,all,all,month,4,Apr,profit,79.55
1,2007,45-54,0.0,all,all,month,9,Sep,profit,18.65
1,2007,65+,4.2,DRY FOOD,GROCERY,country,1,France,profit,0.0
1,2007,65+,15.479999999999999,DRY FOOD,GROCERY,country,1,Germany,profit,0.0
1,2007,65+,0.57,DRY FOOD,GROCERY,country,1,Greece,profit,0.0
1,2008,65+,21.18,DRY FOOD,GROCERY,month,9,Sep,sales,0.0
1,2008,65+,16.52,DRY FOOD,GROCERY,month,10,Oct,sales,0.0
1,2008,65+,34.19,DRY FOOD,GROCERY,month,11,Nov,sales,0.0
1,2008,65+,16.87,DRY FOOD,GROCERY,month,12,Dec,sales,0.0
1,2008,35-44,36.01,DRY FOOD,all,country,1,Greece,sales,0.0
1,2008,35-44,44.11,DRY FOOD,all,country,1,Lithuania,sales,0.0
1,2008,35-44,12.59,DRY FOOD,all,country,1,Luxembourg,sales,0.0
1,2007,all,0.0,FRESH FOOD,PRODUCE,item,1,ROMA TOMATOES (BULK/PKG),profit,773.25
1,2008,65+,90.58,DRY FOOD,GROCERY,country,1,Sweden,profit,0.0
1,2008,65+,8.639999999999999,DRY FOOD,GROCERY,country,1,Spain,profit,0.0
1,2008,65+,41.519999999999996,DRY FOOD,GROCERY,country,1,Portugal,profit,0.0
1,2008,65+,9.139999999999999,DRY FOOD,GROCERY,country,1,Poland,profit,0.0
1,2008,65+,8.7,DRY FOOD,GROCERY,country,1,Norway,profit,0.0
1,2008,65+,6.35,DRY FOOD,GROCERY,country,1,Netherlands,profit,0.0
1,2008,65+,0.57,DRY FOOD,GROCERY,country,1,Luxembourg,profit,0.0
1,2008,65+,20.59,DRY FOOD,GROCERY,month,8,Aug,sales,0.0
1,2008,65+,17.58,DRY FOOD,GROCERY,month,7,Jul,sales,0.0
1,2008,65+,17.64,DRY FOOD,GROCERY,month,6,Jun,sales,0.0
1,2008,65+,20.59,DRY FOOD,GROCERY,month,5,May,sales,0.0
1,2008,35-44,34.01,DRY FOOD,GROCERY,month,1,Jan,sales,0.0
1,2008,35-44,30.52,DRY FOOD,GROCERY,month,2,Feb,sales,0.0
1,2008,35-44,51.06,DRY FOOD,GROCERY,month,3,Mar,sales,0.0
1,2008,35-44,22.44,DRY FOOD,GROCERY,month,4,Apr,sales,0.0
1,2008,35-44,29.28,DRY FOOD,GROCERY,month,5,May,sales,0.0
1,2008,35-44,40.32,DRY FOOD,GROCERY,month,6,Jun,sales,0.0
1,2008,35-44,36.13,DRY FOOD,GROCERY,month,7,Jul,sales,0.0
1,2008,65+,10.919999999999998,DRY FOOD,GROCERY,country,1,Lithuania,profit,0.0
1,2008,35-44,20.49,DRY FOOD,GROCERY,month,8,Aug,sales,0.0
1,2008,35-44,42.75,DRY FOOD,GROCERY,month,10,Oct,sales,0.0
1,2008,35-44,17.19,DRY FOOD,GROCERY,month,11,Nov,sales,0.0
1,2008,35-44,9.48,DRY FOOD,GROCERY,month,12,Dec,sales,0.0
1,2008,65+,21.77,DRY FOOD,GROCERY,month,1,Jan,sales,0.0
1,2008,65+,31.68,DRY FOOD,GROCERY,month,2,Feb,sales,0.0
1,2008,65+,24.13,DRY FOOD,GROCERY,month,3,Mar,sales,0.0
1,2008,65+,15.93,DRY FOOD,GROCERY,month,4,Apr,sales,0.0
1,2008,35-44,25.63,DRY FOOD,GROCERY,month,9,Sep,sales,0.0
1,2008,65+,2.88,DRY FOOD,GROCERY,country,1,Greece,profit,0.0
1,2008,65+,3.34,DRY FOOD,GROCERY,country,1,Germany,profit,0.0
1,2008,65+,6.8,DRY FOOD,GROCERY,country,1,France,profit,0.0
1,2008,19-24,98.23,DRY FOOD,GROCERY,country,1,Netherlands,profit,209.3
1,2008,19-24,12.67,DRY FOOD,GROCERY,country,1,Luxembourg,profit,94.86
1,2008,19-24,109.5,DRY FOOD,GROCERY,country,1,Lithuania,profit,286.32
1,2008,19-24,52.74,DRY FOOD,GROCERY,country,1,Greece,profit,147.49
1,2008,19-24,101.09,DRY FOOD,GROCERY,country,1,Germany,profit,381.96
1,2008,19-24,93.0,DRY FOOD,GROCERY,country,1,France,profit,279.8
1,2008,19-24,95.95,DRY FOOD,GROCERY,country,1,Bulgaria,profit,220.46
1,2008,19-24,60.09,DRY FOOD,GROCERY,country,1,Norway,profit,177.61
1,2008,19-24,87.22,DRY FOOD,GROCERY,country,1,Belgium,profit,322.55
1,2007,65+,8.219999999999999,DRY FOOD,GROCERY,country,1,Spain,profit,0.0
1,2007,65+,52.839999999999996,DRY FOOD,GROCERY,country,1,Portugal,profit,0.0
1,2007,65+,5.039999999999999,DRY FOOD,GROCERY,country,1,Poland,profit,0.0
1,2007,65+,8.07,DRY FOOD,GROCERY,country,1,Norway,profit,0.0
1,2007,65+,11.9,DRY FOOD,GROCERY,country,1,Netherlands,profit,0.0
1,2007,65+,0.48,DRY FOOD,GROCERY,country,1,Luxembourg,profit,0.0
1,2007,65+,3.65,DRY FOOD,GROCERY,country,1,Lithuania,profit,0.0
1,2007,65+,36.98,DRY FOOD,GROCERY,country,1,Sweden,profit,0.0
1,2008,35-44,38.28,DRY FOOD,all,country,1,Portugal,sales,0.0
1,2008,19-24,44.42,DRY FOOD,GROCERY,country,1,Poland,profit,222.34
1,2008,19-24,144.64,DRY FOOD,GROCERY,country,1,Spain,profit,765.71
1,2008,65+,10.27,DRY FOOD,GROCERY,country,1,Bulgaria,profit,0.0
1,2008,65+,20.09,DRY FOOD,GROCERY,country,1,Belgium,profit,0.0
1,2008,35-44,66.63,DRY FOOD,GROCERY,country,1,Sweden,profit,0.0
1,2008,35-44,40.65,DRY FOOD,GROCERY,country,1,Spain,profit,0.0
1,2008,35-44,36.79,DRY FOOD,GROCERY,country,1,Portugal,profit,0.0
1,2008,35-44,34.65,DRY FOOD,GROCERY,country,1,Poland,profit,0.0
1,2008,35-44,22.37,DRY FOOD,GROCERY,country,1,Norway,profit,0.0
1,2008,19-24,115.05,DRY FOOD,GROCERY,country,1,Portugal,profit,267.68
1,2008,35-44,36.73,DRY FOOD,GROCERY,country,1,Netherlands,profit,0.0
1,2008,35-44,42.36,DRY FOOD,GROCERY,country,1,Lithuania,profit,0.0
1,2008,35-44,34.61,DRY FOOD,GROCERY,country,1,Greece,profit,0.0
1,2008,35-44,41.26,DRY FOOD,GROCERY,country,1,Germany,profit,0.0
1,2008,35-44,40.94,DRY FOOD,GROCERY,country,1,France,profit,0.0
1,2008,35-44,32.75,DRY FOOD,GROCERY,country,1,Bulgaria,profit,0.0
1,2008,35-44,42.33,DRY FOOD,GROCERY,country,1,Belgium,profit,0.0
1,2008,19-24,130.58,DRY FOOD,GROCERY,country,1,Sweden,profit,328.84999999999997
1,2008,35-44,12.08,DRY FOOD,GROCERY,country,1,Luxembourg,profit,0.0
1,2008,19-24,32.72,DRY FOOD,GROCERY,month,12,Dec,sales,123.5
1,2008,35-44,42.27,DRY FOOD,all,country,1,Spain,sales,0.0
1,2008,65+,20.79,DRY FOOD,all,country,1,Belgium,sales,0.0
1,2008,65+,10.919999999999998,all,all,country,1,Lithuania,profit,0.0
1,2008,65+,2.88,all,all,country,1,Greece,profit,0.0
1,2008,65+,3.34,all,all,country,1,Germany,profit,0.0
1,2008,65+,6.8,all,all,country,1,France,profit,0.0
1,2008,65+,10.27,all,all,country,1,Bulgaria,profit,0.0
1,2008,65+,20.09,all,all,country,1,Belgium,profit,0.0
1,2008,35-44,66.63,all,all,country,1,Sweden,profit,0.0
1,2008,35-44,40.65,all,all,country,1,Spain,profit,0.0
1,2008,35-44,36.79,all,all,country,1,Portugal,profit,0.0
1,2008,35-44,34.65,all,all,country,1,Poland,profit,0.0
1,2008,35-44,22.37,all,all,country,1,Norway,profit,0.0
1,2008,35-44,36.73,all,all,country,1,Netherlands,profit,0.0
1,2008,35-44,12.08,all,all,country,1,Luxembourg,profit,0.0
1,2008,35-44,42.36,all,all,country,1,Lithuania,profit,0.0
1,2008,35-44,34.61,all,all,country,1,Greece,profit,0.0
1,2008,65+,0.57,all,all,country,1,Luxembourg,profit,0.0
1,2008,65+,6.35,all,all,country,1,Netherlands,profit,0.0
1,2008,65+,8.7,all,all,country,1,Norway,profit,0.0
1,2008,65+,9.139999999999999,all,all,country,1,Poland,profit,0.0
1,2008,all,155.35000000000002,DRY FOOD,all,country,1,Belgium,sales,360.62
1,2008,all,144.54,DRY FOOD,all,country,1,Bulgaria,sales,240.54999999999998
1,2008,all,146.38,DRY FOOD,all,country,1,France,sales,302.21
1,2008,all,151.52,DRY FOOD,all,country,1,Germany,sales,414.41
1,2008,all,93.86999999999999,DRY FOOD,all,country,1,Greece,sales,156.83
1,2008,all,169.29,DRY FOOD,all,country,1,Lithuania,sales,318.03000000000003
1,2008,all,26.38,DRY FOOD,all,country,1,Luxembourg,sales,103.09
1,2008,35-44,41.26,all,all,country,1,Germany,profit,0.0
1,2008,all,146.88,DRY FOOD,all,country,1,Netherlands,sales,236.36
1,2008,all,91.63,DRY FOOD,all,country,1,Poland,sales,235.72000000000003
1,2008,all,200.94,DRY FOOD,all,country,1,Portugal,sales,307.09999999999997
1,2008,all,201.68,DRY FOOD,all,country,1,Spain,sales,818.4699999999999
1,2008,all,298.91999999999996,DRY FOOD,all,country,1,Sweden,sales,354.39
1,2008,65+,90.58,all,all,country,1,Sweden,profit,0.0
1,2008,65+,8.639999999999999,all,all,country,1,Spain,profit,0.0
1,2008,65+,41.519999999999996,all,all,country,1,Portugal,profit,0.0
1,2008,all,94.62,DRY FOOD,all,country,1,Norway,sales,200.95
1,2007,all,185.09,DRY FOOD,all,country,1,Sweden,sales,390.43
1,2008,35-44,40.94,all,all,country,1,France,profit,0.0
1,2008,35-44,42.33,all,all,country,1,Belgium,profit,0.0
1,2007,65+,3.65,all,all,country,1,Lithuania,profit,0.0
1,2007,65+,0.57,all,all,country,1,Greece,profit,0.0
1,2007,65+,15.479999999999999,all,all,country,1,Germany,profit,0.0
1,2007,65+,4.2,all,all,country,1,France,profit,0.0
1,2007,65+,0.57,all,all,country,1,Bulgaria,profit,0.0
1,2007,65+,16.38,all,all,country,1,Belgium,profit,0.0
1,2007,35-44,58.32,all,all,country,1,Sweden,profit,0.0
1,2007,35-44,40.71,all,all,country,1,Spain,profit,0.0
1,2007,35-44,40.31,all,all,country,1,Portugal,profit,0.0
1,2007,35-44,25.5,all,all,country,1,Poland,profit,0.0
1,2007,35-44,25.06,all,all,country,1,Norway,profit,0.0
1,2007,35-44,26.46,all,all,country,1,Netherlands,profit,0.0
1,2007,35-44,9.83,all,all,country,1,Luxembourg,profit,0.0
1,2007,35-44,30.04,all,all,country,1,Lithuania,profit,0.0
1,2007,35-44,29.689999999999998,all,all,country,1,Greece,profit,0.0
1,2007,65+,0.48,all,all,country,1,Luxembourg,profit,0.0
1,2007,65+,11.9,all,all,country,1,Netherlands,profit,0.0
1,2007,65+,8.07,all,all,country,1,Norway,profit,0.0
1,2007,65+,5.039999999999999,all,all,country,1,Poland,profit,0.0
1,2008,19-24,130.58,all,all,country,1,Sweden,profit,328.84999999999997
1,2008,19-24,144.64,all,all,country,1,Spain,profit,765.71
1,2008,19-24,115.05,all,all,country,1,Portugal,profit,267.68
1,2008,19-24,44.42,all,all,country,1,Poland,profit,222.34
1,2008,19-24,60.09,all,all,country,1,Norway,profit,177.61
1,2008,19-24,98.23,all,all,country,1,Netherlands,profit,209.3
1,2008,19-24,12.67,all,all,country,1,Luxembourg,profit,94.86
1,2008,35-44,32.75,all,all,country,1,Bulgaria,profit,0.0
1,2008,19-24,109.5,all,all,country,1,Lithuania,profit,286.32
1,2008,19-24,101.09,all,all,country,1,Germany,profit,381.96
1,2008,19-24,93.0,all,all,country,1,France,profit,279.8
1,2008,19-24,95.95,all,all,country,1,Bulgaria,profit,220.46
1,2008,19-24,87.22,all,all,country,1,Belgium,profit,322.55
1,2007,65+,36.98,all,all,country,1,Sweden,profit,0.0
1,2007,65+,8.219999999999999,all,all,country,1,Spain,profit,0.0
1,2007,65+,52.839999999999996,all,all,country,1,Portugal,profit,0.0
1,2008,19-24,52.74,all,all,country,1,Greece,profit,147.49
1,2007,all,149.53,DRY FOOD,all,country,1,Spain,sales,912.8199999999999
1,2007,all,200.39,DRY FOOD,all,country,1,Portugal,sales,253.74
1,2007,all,75.35,DRY FOOD,all,country,1,Poland,sales,252.17000000000002
1,2008,all,0.0,FRESH FOOD,all,month,8,Aug,profit,288.64000000000004
1,2008,all,0.0,FRESH FOOD,all,month,7,Jul,profit,191.67000000000002
1,2008,all,0.0,FRESH FOOD,all,month,6,Jun,profit,130.12
1,2008,all,0.0,FRESH FOOD,all,month,5,May,profit,165.77
1,2008,all,0.0,FRESH FOOD,all,month,4,Apr,profit,93.77
1,2008,all,0.0,FRESH FOOD,all,month,3,Mar,profit,159.08999999999997
1,2008,all,0.0,FRESH FOOD,all,month,2,Feb,profit,228.58
1,2008,all,0.0,FRESH FOOD,all,month,1,Jan,profit,137.57999999999998
1,2007,all,0.0,FRESH FOOD,all,month,12,Dec,profit,221.6
1,2007,all,0.0,FRESH FOOD,all,month,11,Nov,profit,230.44
1,2007,all,0.0,FRESH FOOD,all,month,10,Oct,profit,168.56
1,2007,all,0.0,FRESH FOOD,all,month,9,Sep,profit,125.34
1,2007,all,0.0,FRESH FOOD,all,month,8,Aug,profit,105.05
1,2007,all,0.0,FRESH FOOD,all,month,7,Jul,profit,93.93
1,2007,all,0.0,FRESH FOOD,all,month,6,Jun,profit,70.3
1,2008,all,0.0,FRESH FOOD,all,month,9,Sep,profit,172.53
1,2008,all,0.0,FRESH FOOD,all,month,10,Oct,profit,245.49
1,2008,all,0.0,FRESH FOOD,all,month,11,Nov,profit,200.36
1,2008,all,0.0,FRESH FOOD,all,month,12,Dec,profit,99.03999999999999
1,2008,65+,10.63,DRY FOOD,all,country,1,Bulgaria,sales,0.0
1,2008,65+,7.04,DRY FOOD,all,country,1,France,sales,0.0
1,2008,65+,3.46,DRY FOOD,all,country,1,Germany,sales,0.0
1,2008,65+,2.98,DRY FOOD,all,country,1,Greece,sales,0.0
1,2008,65+,11.299999999999999,DRY FOOD,all,country,1,Lithuania,sales,0.0
1,2008,65+,0.59,DRY FOOD,all,country,1,Luxembourg,sales,0.0
1,2008,65+,6.57,DRY FOOD,all,country,1,Netherlands,sales,0.0
1,2007,all,0.0,FRESH FOOD,all,month,5,May,profit,154.47
1,2008,65+,9.0,DRY FOOD,all,country,1,Norway,sales,0.0
1,2008,65+,42.98,DRY FOOD,all,country,1,Portugal,sales,0.0
1,2008,65+,8.94,DRY FOOD,all,country,1,Spain,sales,0.0
1,2008,65+,93.74,DRY FOOD,all,country,1,Sweden,sales,0.0
1,2008,45-54,0.0,all,all,month,9,Sep,profit,15.66
1,2008,45-54,0.0,all,all,month,10,Oct,profit,33.8
1,2008,45-54,0.0,all,all,month,11,Nov,profit,13.39
1,2008,45-54,0.0,all,all,month,12,Dec,profit,7.35
1,2008,65+,9.46,DRY FOOD,all,country,1,Poland,sales,0.0
1,2007,all,0.0,FRESH FOOD,all,month,4,Apr,profit,140.94
1,2007,all,0.0,FRESH FOOD,all,month,3,Mar,profit,96.22999999999999
1,2007,all,0.0,FRESH FOOD,all,month,2,Feb,profit,78.53
1,2007,all,72.49000000000001,all,all,country,1,Poland,profit,292.27
1,2007,all,64.19,all,all,country,1,Norway,profit,285.83
1,2007,all,110.92,all,all,country,1,Netherlands,profit,490.91
1,2007,all,31.959999999999997,all,all,country,1,Luxembourg,profit,91.87
1,2007,all,105.25999999999999,all,all,country,1,Lithuania,profit,343.56
1,2007,all,68.89999999999999,all,all,country,1,Greece,profit,172.34
1,2007,all,128.47,all,all,country,1,Germany,profit,615.8000000000001
1,2007,all,192.82,all,all,country,1,Portugal,profit,400.05
1,2007,all,132.81,all,all,country,1,France,profit,366.52000000000004
1,2007,all,166.63,all,all,country,1,Belgium,profit,532.34
1,2007,all,133.48,DRY FOOD,all,country,1,Germany,sales,409.99
1,2007,all,71.7,DRY FOOD,all,country,1,Greece,sales,122.10000000000001
1,2007,all,109.47,DRY FOOD,all,country,1,Lithuania,sales,242.63
1,2007,all,33.25,DRY FOOD,all,country,1,Luxembourg,sales,82.68
1,2007,all,115.26,DRY FOOD,all,country,1,Netherlands,sales,282.39
1,2007,all,66.77000000000001,DRY FOOD,all,country,1,Norway,sales,180.77
1,2007,all,40.89,all,all,country,1,Bulgaria,profit,176.09
1,2008,35-44,69.33,DRY FOOD,all,country,1,Sweden,sales,0.0
1,2007,all,143.82,all,all,country,1,Spain,profit,1034.3300000000002
1,2008,all,149.64,all,all,country,1,Belgium,profit,491.97
1,2007,all,0.0,FRESH FOOD,all,month,1,Jan,profit,29.15
1,2007,all,173.28,DRY FOOD,all,country,1,Belgium,sales,404.32
1,2007,all,42.53,DRY FOOD,all,country,1,Bulgaria,sales,114.58000000000001
1,2007,all,138.13,DRY FOOD,all,country,1,France,sales,294.58000000000004
1,2008,all,287.79,all,all,country,1,Sweden,profit,524.2099999999999
1,2008,all,193.92999999999998,all,all,country,1,Spain,profit,1056.73
1,2008,all,193.35999999999999,all,all,country,1,Portugal,profit,502.5
1,2007,all,177.92000000000002,all,all,country,1,Sweden,profit,556.48
1,2008,all,88.21,all,all,country,1,Poland,profit,332.16
1,2008,all,141.31,all,all,country,1,Netherlands,profit,525.9
1,2008,all,25.32,all,all,country,1,Luxembourg,profit,130.8
1,2008,all,162.78,all,all,country,1,Lithuania,profit,520.74
1,2008,all,90.23,all,all,country,1,Greece,profit,220.16000000000003
1,2008,all,145.69,all,all,country,1,Germany,profit,768.04
1,2008,all,140.74,all,all,country,1,France,profit,447.77
1,2008,all,138.97,all,all,country,1,Bulgaria,profit,430.61
1,2008,all,91.16,all,all,country,1,Norway,profit,269.12
1,2008,19-24,59.71,DRY FOOD,GROCERY,month,11,Nov,sales,193.62
1,2008,19-24,75.9,DRY FOOD,GROCERY,month,10,Oct,sales,250.10000000000002
1,2008,19-24,66.43,DRY FOOD,GROCERY,month,9,Sep,sales,102.31
1,2007,35-44,40.23,DRY FOOD,all,country,1,Germany,profit,0.0
1,2007,35-44,48.44,DRY FOOD,all,country,1,France,profit,0.0
1,2007,35-44,14.87,DRY FOOD,all,country,1,Bulgaria,profit,0.0
1,2007,35-44,42.43,DRY FOOD,all,country,1,Belgium,profit,0.0
1,2007,19-24,82.62,DRY FOOD,all,country,1,Sweden,profit,367.51
1,2007,19-24,94.89,DRY FOOD,all,country,1,Spain,profit,865.34
1,2007,19-24,99.67,DRY FOOD,all,country,1,Portugal,profit,226.14
1,2007,19-24,41.95,DRY FOOD,all,country,1,Poland,profit,235.04999999999998
1,2007,19-24,31.06,DRY FOOD,all,country,1,Norway,profit,168.57
1,2007,19-24,72.56,DRY FOOD,all,country,1,Netherlands,profit,257.85
1,2007,19-24,21.65,DRY FOOD,all,country,1,Luxembourg,profit,79.47
1,2007,19-24,71.57,DRY FOOD,all,country,1,Lithuania,profit,220.15
1,2007,19-24,38.64,DRY FOOD,all,country,1,Greece,profit,115.17
1,2007,19-24,72.76,DRY FOOD,all,country,1,Germany,profit,384.35
1,2007,19-24,80.17,DRY FOOD,all,country,1,France,profit,268.79
1,2007,35-44,29.689999999999998,DRY FOOD,all,country,1,Greece,profit,0.0
1,2007,35-44,30.04,DRY FOOD,all,country,1,Lithuania,profit,0.0
1,2007,35-44,9.83,DRY FOOD,all,country,1,Luxembourg,profit,0.0
1,2007,35-44,26.46,DRY FOOD,all,country,1,Netherlands,profit,0.0
1,2007,65+,52.839999999999996,DRY FOOD,all,country,1,Portugal,profit,0.0
1,2007,65+,5.039999999999999,DRY FOOD,all,country,1,Poland,profit,0.0
1,2007,65+,8.07,DRY FOOD,all,country,1,Norway,profit,0.0
1,2007,65+,11.9,DRY FOOD,all,country,1,Netherlands,profit,0.0
1,2007,65+,0.48,DRY FOOD,all,country,1,Luxembourg,profit,0.0
1,2007,65+,3.65,DRY FOOD,all,country,1,Lithuania,profit,0.0
1,2007,65+,0.57,DRY FOOD,all,country,1,Greece,profit,0.0
1,2007,19-24,25.45,DRY FOOD,all,country,1,Bulgaria,profit,104.97
1,2007,65+,15.479999999999999,DRY FOOD,all,country,1,Germany,profit,0.0
1,2007,65+,0.57,DRY FOOD,all,country,1,Bulgaria,profit,0.0
1,2007,65+,16.38,DRY FOOD,all,country,1,Belgium,profit,0.0
1,2007,35-44,58.32,DRY FOOD,all,country,1,Sweden,profit,0.0
1,2007,35-44,40.71,DRY FOOD,all,country,1,Spain,profit,0.0
1,2007,35-44,40.31,DRY FOOD,all,country,1,Portugal,profit,0.0
1,2007,35-44,25.5,DRY FOOD,all,country,1,Poland,profit,0.0
1,2007,35-44,25.06,DRY FOOD,all,country,1,Norway,profit,0.0
1,2007,65+,4.2,DRY FOOD,all,country,1,France,profit,0.0
1,2007,65+,8.219999999999999,DRY FOOD,all,country,1,Spain,profit,0.0
1,2007,19-24,107.82,DRY FOOD,all,country,1,Belgium,profit,374.14
1,2008,19-24,0.0,DRY FOOD,GROCERY,item,1,SOFT DRINKS 12/18&15PK CAN CAR,sales,1038.59
1,2008,25-34,0.0,FRESH FOOD,PRODUCE,country,1,Lithuania,profit,185.15
1,2008,25-34,0.0,FRESH FOOD,PRODUCE,country,1,Luxembourg,profit,21.79
1,2008,25-34,0.0,FRESH FOOD,PRODUCE,country,1,Netherlands,profit,272.49
1,2008,25-34,0.0,FRESH FOOD,PRODUCE,country,1,Norway,profit,56.1
1,2008,25-34,0.0,FRESH FOOD,PRODUCE,country,1,Poland,profit,86.41
1,2008,25-34,0.0,FRESH FOOD,PRODUCE,country,1,Portugal,profit,189.44
1,2008,25-34,0.0,FRESH FOOD,PRODUCE,country,1,Spain,profit,248.23
1,2008,25-34,0.0,FRESH FOOD,PRODUCE,country,1,Sweden,profit,163.63
1,2008,45-54,0.0,FRESH FOOD,PRODUCE,country,1,Belgium,profit,21.77
